@relation SINE1
@attribute x real
@attribute y real
@attribute class {p,n}

@data
0.247,0.640,n
0.047,0.759,n
0.843,0.918,n
0.896,0.087,p
0.907,0.355,p
0.908,0.467,n
0.909,0.690,p
0.478,0.251,p
0.699,0.214,p
0.455,0.324,p
0.307,0.159,p
0.179,0.595,n
0.855,0.006,p
0.658,0.889,n
0.947,0.367,p
0.491,0.294,p
0.976,0.152,p
0.463,0.629,n
0.045,0.582,n
0.270,0.988,n
0.325,0.808,n
0.866,0.541,p
0.891,0.466,p
0.647,0.500,p
0.374,0.007,p
0.017,0.506,n
0.041,0.192,n
0.259,0.749,n
0.153,0.825,n
0.150,0.698,n
0.223,0.969,p
0.774,0.985,n
0.050,0.324,n
0.248,0.730,n
0.259,0.829,n
0.234,0.565,n
0.854,0.006,p
0.600,0.212,p
0.973,0.680,p
0.235,0.460,n
0.445,0.889,n
0.814,0.015,p
0.025,0.875,n
0.949,0.208,p
0.733,0.653,p
0.379,0.116,n
0.228,0.608,n
0.003,0.777,n
0.580,0.336,p
0.025,0.783,n
0.242,0.631,n
0.240,0.029,p
0.734,0.807,n
0.335,0.310,n
0.928,0.592,p
0.509,0.597,n
0.482,0.724,n
0.545,0.174,p
0.741,0.282,p
0.109,0.524,n
0.300,0.237,p
0.759,0.096,p
0.863,0.278,p
0.249,0.819,p
0.924,0.847,n
0.769,0.461,p
0.754,0.872,n
0.329,0.204,p
0.132,0.662,n
0.831,0.602,p
0.622,0.475,p
0.633,0.597,n
0.849,0.978,n
0.978,0.698,p
0.186,0.466,n
0.923,0.020,p
0.947,0.210,p
0.007,0.099,n
0.348,0.964,p
0.443,0.907,n
0.703,0.691,n
0.754,0.635,p
0.904,0.977,n
0.982,0.421,n
0.792,0.650,p
0.490,0.399,p
0.424,0.989,n
0.707,0.966,n
0.873,0.690,p
0.015,0.476,n
0.822,0.406,n
0.936,0.607,p
0.427,0.829,n
0.424,0.160,p
0.537,0.802,n
0.463,0.969,n
0.282,0.963,n
0.774,0.230,p
0.413,0.815,n
0.358,0.489,n
0.357,0.783,n
0.589,0.193,p
0.332,0.088,p
0.750,0.146,p
0.608,0.459,n
0.246,0.630,n
0.930,0.877,n
0.597,0.765,n
0.036,0.770,n
0.442,0.430,n
0.901,0.383,p
0.189,0.309,n
0.629,0.013,p
0.164,0.561,n
0.091,0.112,n
0.274,0.005,p
0.865,0.027,p
0.975,0.765,p
0.771,0.299,p
0.836,0.012,p
0.466,0.805,n
0.351,0.695,p
0.677,0.607,p
0.861,0.115,p
0.815,0.816,n
0.904,0.086,p
0.116,0.960,n
0.915,0.082,p
0.424,0.392,p
0.402,0.489,n
0.727,0.991,n
0.832,0.533,p
0.971,0.967,n
0.952,0.074,p
0.048,0.367,n
0.742,0.279,p
0.372,0.556,n
0.291,0.165,p
0.466,0.918,n
0.387,0.048,p
0.571,0.786,n
0.263,0.083,p
0.112,0.232,n
0.476,0.060,p
0.905,0.699,p
0.465,0.853,p
0.370,0.408,n
0.446,0.407,p
0.349,0.979,p
0.205,0.502,n
0.858,0.701,p
0.330,0.886,n
0.024,0.667,n
0.897,0.831,n
0.142,0.122,p
0.637,0.683,n
0.380,0.714,n
0.061,0.247,p
0.720,0.981,n
0.360,0.115,p
0.186,0.188,n
0.769,0.924,n
0.267,0.704,n
0.952,0.246,p
0.507,0.758,n
0.229,0.282,n
0.984,0.063,p
0.770,0.735,n
0.668,0.073,p
0.736,0.437,p
0.267,0.631,n
0.761,0.801,n
0.064,0.686,n
0.055,0.738,n
0.866,0.171,p
0.795,0.689,p
0.815,0.496,p
0.792,0.908,n
0.865,0.120,p
0.796,0.221,p
0.541,0.509,p
0.772,0.025,p
0.148,0.011,p
0.962,0.816,p
0.168,0.001,n
0.715,0.555,p
0.882,0.445,p
0.729,0.845,n
0.126,0.298,n
0.790,0.502,p
0.724,0.737,n
0.609,0.834,n
0.165,0.308,n
0.752,0.980,n
0.834,0.847,n
0.475,0.104,p
0.809,0.799,n
0.267,0.853,p
0.819,0.588,p
0.268,0.493,n
0.824,0.476,p
0.149,0.575,n
0.075,0.445,n
0.222,0.667,n
0.858,0.894,n
0.403,0.953,n
0.924,0.839,n
0.904,0.182,n
0.723,0.942,p
0.186,0.886,n
0.514,0.416,p
0.146,0.241,n
0.826,0.734,p
0.019,0.544,n
0.222,0.089,p
0.794,0.280,p
0.351,0.556,n
0.138,0.018,p
0.654,0.603,p
0.075,0.709,n
0.546,0.587,n
0.416,0.428,n
0.264,0.231,p
0.575,0.240,p
0.420,0.437,n
0.371,0.596,n
0.946,0.601,p
0.574,0.964,n
0.983,0.093,p
0.788,0.280,p
0.992,0.507,p
0.721,0.028,p
0.094,0.882,n
0.057,0.383,n
0.577,0.459,p
0.477,0.649,p
0.264,0.481,n
0.146,0.092,p
0.130,0.546,n
0.748,0.300,n
0.732,0.266,p
0.854,0.505,p
0.793,0.520,p
0.554,0.299,p
0.205,0.950,n
0.708,0.334,p
0.779,0.278,p
0.799,0.316,p
0.488,0.576,n
0.135,0.687,p
0.963,0.017,n
0.144,0.185,n
0.385,0.046,p
0.702,0.900,n
0.710,0.731,n
0.883,0.170,p
0.550,0.409,p
0.931,0.073,p
0.897,0.668,p
0.444,0.367,p
0.594,0.382,p
0.492,0.015,p
0.652,0.096,p
0.963,0.644,p
0.973,0.571,p
0.817,0.265,n
0.965,0.165,n
0.121,0.587,n
0.177,0.544,p
0.196,0.931,n
0.368,0.533,n
0.453,0.424,p
0.399,0.884,n
0.301,0.643,n
0.253,0.214,p
0.538,0.820,n
0.164,0.717,n
0.177,0.902,n
0.617,0.063,p
0.084,0.619,n
0.088,0.235,n
0.355,0.540,n
0.664,0.414,p
0.828,0.836,n
0.092,0.106,n
0.015,0.376,n
0.322,0.349,n
0.091,0.601,n
0.688,0.823,n
0.919,0.530,p
0.213,0.156,p
0.818,0.592,p
0.675,0.285,p
0.640,0.102,p
0.542,0.488,p
0.671,0.539,p
0.429,0.070,p
0.433,0.833,n
0.085,0.606,n
0.338,0.037,p
0.130,0.161,n
0.862,0.489,p
0.680,0.728,n
0.716,0.166,p
0.907,0.251,n
0.068,0.517,n
0.843,0.653,p
0.271,0.756,n
0.260,0.834,p
0.002,0.089,n
0.036,0.323,n
0.129,0.523,n
0.288,0.134,p
0.504,0.944,n
0.164,0.954,n
0.239,0.866,n
0.451,0.008,p
0.065,0.968,n
0.738,0.601,p
0.396,0.731,n
0.401,0.742,n
0.626,0.738,n
0.557,0.667,n
0.875,0.764,p
0.355,0.378,n
0.821,0.645,n
0.950,0.834,n
0.857,0.815,n
0.779,0.740,n
0.639,0.289,p
0.713,0.158,p
0.139,0.814,n
0.391,0.410,n
0.924,0.325,p
0.734,0.844,n
0.788,0.545,p
0.321,0.239,n
0.904,0.505,p
0.148,0.936,n
0.276,0.655,n
0.172,0.463,n
0.846,0.119,p
0.898,0.454,p
0.014,0.707,n
0.790,0.224,n
0.676,0.149,p
0.371,0.268,p
0.561,0.422,p
0.157,0.820,n
0.480,0.669,n
0.252,0.671,n
0.598,0.605,n
0.651,0.813,n
0.945,0.900,n
0.119,0.553,n
0.868,0.179,p
0.477,0.713,n
0.255,0.575,n
0.138,0.410,n
0.505,0.551,n
0.026,0.666,n
0.815,0.108,p
0.579,0.349,p
0.931,0.700,p
0.523,0.538,n
0.588,0.120,p
0.870,0.234,p
0.893,0.857,n
0.131,0.826,n
0.385,0.822,n
0.885,0.658,p
0.896,0.129,p
0.643,0.023,p
0.068,0.225,n
0.881,0.148,p
0.553,0.454,p
0.688,0.036,p
0.557,0.562,n
0.531,0.899,n
0.795,0.676,p
0.981,0.967,n
0.400,0.900,n
0.628,0.984,n
0.410,0.587,n
0.369,0.024,p
0.189,0.307,n
0.636,0.359,n
0.786,0.775,n
0.371,0.854,n
0.109,0.436,n
0.707,0.991,n
0.908,0.524,p
0.611,0.143,p
0.427,0.431,n
0.636,0.599,n
0.103,0.530,p
0.850,0.347,p
0.200,0.528,n
0.073,0.739,p
0.746,0.062,p
0.087,0.176,n
0.755,0.396,p
0.633,0.314,p
0.084,0.984,n
0.057,0.898,n
0.515,0.178,p
0.887,0.448,p
0.062,0.285,n
0.126,0.270,n
0.074,0.552,n
0.554,0.559,n
0.680,0.179,p
0.071,0.406,n
0.576,0.826,n
0.771,0.769,n
0.855,0.917,n
0.291,0.062,p
0.438,0.035,p
0.581,0.313,p
0.622,0.073,p
0.089,0.002,p
0.066,0.188,n
0.163,0.716,n
0.588,0.156,p
0.828,0.246,p
0.107,0.413,n
0.772,0.973,n
0.480,0.803,n
0.412,0.651,n
0.560,0.413,n
0.761,0.760,n
0.641,0.841,n
0.935,0.658,p
0.474,0.659,n
0.962,0.053,p
0.308,0.580,p
0.933,0.040,p
0.429,0.610,n
0.975,0.507,p
0.513,0.435,p
0.331,0.431,p
0.805,0.238,p
0.051,0.194,p
0.711,0.726,p
0.389,0.630,p
0.082,0.471,p
0.223,0.189,n
0.455,0.194,n
0.468,0.172,p
0.606,0.295,n
0.574,0.614,n
0.258,0.449,n
0.470,0.947,n
0.929,0.724,p
0.262,0.000,n
0.212,0.353,p
0.631,0.273,n
0.918,0.948,p
0.540,0.322,n
0.181,0.048,n
0.187,0.692,n
0.792,0.604,n
0.127,0.526,p
0.674,0.218,n
0.492,0.659,n
0.964,0.374,p
0.710,0.640,n
0.281,0.567,p
0.139,0.656,p
0.625,0.386,n
0.450,0.698,p
0.194,0.480,p
0.975,0.541,n
0.614,0.699,p
0.858,0.423,n
0.817,0.916,p
0.413,0.327,n
0.829,0.077,n
0.878,0.791,p
0.735,0.516,n
0.656,0.846,p
0.040,0.773,p
0.367,0.670,p
0.662,0.240,n
0.955,0.153,p
0.606,0.933,p
0.471,0.366,p
0.683,0.979,n
0.748,0.304,n
0.573,0.259,n
0.735,0.427,p
0.259,0.234,n
0.373,0.266,n
0.790,0.573,n
0.889,0.391,n
0.029,0.144,p
0.140,0.878,p
0.811,0.234,n
0.910,0.457,n
0.874,0.960,p
0.621,0.511,n
0.598,0.259,n
0.394,0.533,p
0.785,0.174,n
0.620,0.080,n
0.048,0.434,p
0.235,0.807,p
0.473,0.165,n
0.771,0.018,p
0.846,0.707,n
0.085,0.739,p
0.563,0.923,p
0.578,0.944,p
0.894,0.732,n
0.356,0.066,n
0.280,0.210,n
0.507,0.201,n
0.431,0.597,p
0.348,0.457,p
0.973,0.456,n
0.359,0.459,p
0.996,0.808,n
0.569,0.390,n
0.193,0.472,p
0.838,0.440,n
0.727,0.069,n
0.389,0.108,n
0.208,0.609,p
0.663,0.670,p
0.848,0.166,n
0.337,0.641,p
0.975,0.023,n
0.266,0.732,p
0.864,0.712,n
0.207,0.283,p
0.743,0.825,p
0.969,0.545,n
0.199,0.818,p
0.983,0.466,n
0.680,0.618,n
0.392,0.524,p
0.416,0.579,p
0.959,0.487,n
0.731,0.613,p
0.149,0.005,n
0.431,0.376,n
0.136,0.376,p
0.373,0.621,p
0.175,0.114,n
0.016,0.463,p
0.342,0.952,p
0.381,0.385,p
0.745,0.319,n
0.430,0.345,n
0.808,0.434,n
0.294,0.352,p
0.532,0.429,n
0.413,0.658,p
0.844,0.995,p
0.639,0.880,n
0.212,0.726,p
0.296,0.792,p
0.584,0.265,n
0.205,0.635,p
0.693,0.406,n
0.374,0.208,n
0.171,0.721,p
0.440,0.124,n
0.355,0.158,n
0.178,0.759,p
0.971,0.115,n
0.086,0.370,p
0.401,0.941,p
0.367,0.266,n
0.917,0.701,n
0.195,0.819,p
0.398,0.794,p
0.448,0.098,n
0.010,0.587,p
0.040,0.766,p
0.817,0.586,n
0.038,0.251,p
0.081,0.540,p
0.785,0.831,p
0.182,0.854,p
0.584,0.129,n
0.519,0.118,n
0.072,0.640,p
0.868,0.062,n
0.361,0.639,p
0.216,0.396,p
0.231,0.215,n
0.748,0.352,n
0.936,0.463,n
0.680,0.399,n
0.425,0.380,n
0.155,0.188,p
0.047,0.160,p
0.924,0.207,n
0.223,0.027,n
0.705,0.818,n
0.974,0.973,p
0.892,0.455,n
0.519,0.849,p
0.061,0.619,p
0.431,0.189,p
0.199,0.982,p
0.211,0.936,p
0.422,0.577,p
0.604,0.906,p
0.148,0.807,p
0.608,0.355,p
0.193,0.917,n
0.106,0.436,n
0.741,0.052,n
0.759,0.074,n
0.360,0.218,n
0.594,0.003,p
0.813,0.870,p
0.187,0.940,p
0.030,0.069,p
0.262,0.548,p
0.689,0.094,n
0.117,0.552,p
0.472,0.842,p
0.750,0.357,n
0.951,0.935,p
0.429,0.186,p
0.685,0.144,n
0.367,0.091,n
0.403,0.765,p
0.391,0.580,p
0.518,0.937,p
0.482,0.007,p
0.512,0.663,p
0.918,0.455,n
0.063,0.543,p
0.835,0.511,p
0.144,0.267,p
0.651,0.558,p
0.485,0.134,n
0.172,0.443,p
0.259,0.960,p
0.239,0.907,p
0.353,0.605,p
0.797,0.027,n
0.869,0.458,n
0.487,0.149,n
0.777,0.354,p
0.116,0.944,n
0.761,0.949,p
0.053,0.254,p
0.312,0.844,p
0.726,0.430,n
0.699,0.611,p
0.812,0.384,n
0.012,0.914,p
0.473,0.362,p
0.181,0.262,p
0.921,0.214,n
0.314,0.999,p
0.430,0.377,n
0.533,0.299,n
0.896,0.585,n
0.589,0.706,p
0.048,0.244,n
0.153,0.949,p
0.955,0.115,n
0.891,0.314,n
0.246,0.958,p
0.444,0.028,n
0.654,0.111,n
0.786,0.575,n
0.547,0.468,n
0.192,0.029,n
0.830,0.368,n
0.905,0.780,n
0.362,0.991,p
0.645,0.406,n
0.953,0.021,n
0.916,0.444,n
0.240,0.068,n
0.467,0.196,n
0.548,0.983,p
0.693,0.392,p
0.693,0.381,p
0.211,0.445,p
0.385,0.932,p
0.315,0.432,p
0.824,0.501,n
0.940,0.159,n
0.547,0.642,p
0.106,0.961,p
0.261,0.220,n
0.368,0.592,p
0.093,0.305,p
0.443,0.877,p
0.842,0.566,p
0.596,0.325,n
0.541,0.471,p
0.335,0.706,p
0.757,0.835,p
0.592,0.522,n
0.517,0.516,p
0.960,0.106,n
0.492,0.596,p
0.644,0.433,p
0.096,0.534,p
0.256,0.017,n
0.475,0.256,n
0.793,0.425,n
0.800,0.314,p
0.281,0.028,n
0.038,0.792,p
0.349,0.940,p
0.537,0.245,p
0.902,0.197,n
0.542,0.509,n
0.929,0.018,n
0.734,0.414,n
0.749,0.789,p
0.302,0.081,n
0.575,0.097,n
0.173,0.792,p
0.850,0.447,n
0.792,0.819,p
0.840,0.031,n
0.472,0.120,n
0.844,0.982,p
0.824,0.723,n
0.843,0.064,n
0.927,0.988,p
0.454,0.870,p
0.862,0.248,n
0.758,0.925,p
0.427,0.979,p
0.888,0.317,n
0.142,0.411,p
0.946,0.572,n
0.840,0.918,p
0.424,0.831,p
0.054,0.458,p
0.326,0.950,p
0.973,0.832,p
0.885,0.083,n
0.470,0.264,n
0.988,0.306,n
0.121,0.349,p
0.179,0.435,p
0.112,0.543,p
0.361,0.859,p
0.058,0.259,p
0.930,0.218,n
0.162,0.064,p
0.335,0.318,n
0.976,0.204,n
0.565,0.625,p
0.457,0.911,p
0.743,0.480,n
0.921,0.761,n
0.884,0.791,p
0.672,0.165,n
0.285,0.940,p
0.570,0.897,p
0.063,0.237,p
0.247,0.855,n
0.213,0.058,n
0.427,0.959,p
0.756,0.425,n
0.293,0.377,p
0.213,0.382,p
0.417,0.346,n
0.685,0.637,p
0.021,0.096,p
0.220,0.509,p
0.679,0.412,n
0.653,0.109,n
0.717,0.519,n
0.142,0.104,n
0.553,0.704,p
0.637,0.391,n
0.525,0.279,n
0.675,0.492,n
0.666,0.160,n
0.079,0.823,p
0.100,0.251,p
0.441,0.084,n
0.943,0.152,n
0.936,0.137,n
0.121,0.153,p
0.669,0.549,n
0.826,0.017,n
0.533,0.039,n
0.035,0.336,p
0.781,0.975,p
0.997,0.423,n
0.840,0.175,p
0.709,0.556,p
0.758,0.447,n
0.118,0.947,p
0.012,0.548,p
0.675,0.380,n
0.143,0.931,p
0.473,0.507,n
0.513,0.137,p
0.903,0.584,n
0.894,0.992,n
0.137,0.943,p
0.031,0.777,p
0.313,0.534,p
0.419,0.225,p
0.650,0.972,p
0.565,0.832,p
0.726,0.010,n
0.181,0.005,n
0.658,0.355,n
0.870,0.379,n
0.037,0.182,n
0.674,0.358,n
0.637,0.996,p
0.395,0.773,p
0.080,0.683,p
0.192,0.563,p
0.117,0.491,p
0.927,0.471,n
0.314,0.085,n
0.219,0.119,n
0.339,0.765,n
0.103,0.674,p
0.229,0.077,n
0.904,0.370,p
0.197,0.290,p
0.819,0.734,p
0.944,0.667,n
0.787,0.163,n
0.031,0.209,p
0.109,0.991,p
0.325,0.229,n
0.053,0.065,p
0.862,0.715,n
0.586,0.611,p
0.834,0.120,n
0.803,0.675,n
0.636,0.376,n
0.143,0.813,p
0.805,0.358,n
0.398,0.350,n
0.338,0.018,n
0.396,0.611,p
0.074,0.342,p
0.772,0.930,p
0.036,0.909,n
0.717,0.632,n
0.035,0.287,p
0.458,0.843,p
0.469,0.565,p
0.467,0.189,n
0.601,0.940,p
0.038,0.427,p
0.056,0.850,p
0.915,0.299,n
0.666,0.389,n
0.113,0.007,n
0.063,0.265,n
0.280,0.896,n
0.581,0.978,p
0.886,0.769,n
0.510,0.440,n
0.352,0.649,n
0.351,0.076,n
0.597,0.414,n
0.273,0.020,n
0.447,0.484,p
0.141,0.066,n
0.394,0.022,n
0.415,0.029,n
0.802,0.987,p
0.986,0.013,n
0.627,0.732,p
0.606,0.421,n
0.222,0.158,n
0.537,0.187,n
0.629,0.043,n
0.109,0.557,p
0.696,0.751,p
0.110,0.587,p
0.127,0.651,p
0.882,0.029,n
0.796,0.745,p
0.634,0.208,n
0.976,0.561,p
0.462,0.194,n
0.990,0.834,n
0.016,0.465,p
0.651,0.874,n
0.636,0.592,n
0.714,0.364,n
0.798,0.668,n
0.409,0.545,p
0.571,0.562,p
0.266,0.625,p
0.348,0.599,p
0.541,0.439,n
0.582,0.312,p
0.347,0.154,n
0.807,0.672,n
0.819,0.681,n
0.738,0.889,p
0.978,0.050,n
0.245,0.838,p
0.106,0.634,p
0.443,0.444,p
0.756,0.579,n
0.740,0.704,p
0.735,0.672,p
0.238,0.394,p
0.284,0.184,n
0.610,0.132,n
0.233,0.097,n
0.216,0.759,p
0.791,0.802,p
0.940,0.539,n
0.906,0.001,n
0.569,0.449,n
0.206,0.791,n
0.981,0.155,n
0.563,0.413,n
0.931,0.577,n
0.010,0.764,n
0.592,0.956,n
0.728,0.490,n
0.426,0.626,p
0.371,0.982,p
0.070,0.512,p
0.570,0.544,p
0.126,0.101,n
0.437,0.575,p
0.892,0.173,p
0.080,0.127,p
0.816,0.769,p
0.184,0.269,p
0.836,0.087,n
0.082,0.634,p
0.197,0.046,n
0.898,0.174,n
0.426,0.579,p
0.941,0.434,n
0.356,0.638,p
0.957,0.194,n
0.955,0.726,p
0.109,0.072,n
0.680,0.075,n
0.592,0.588,p
0.355,0.244,n
0.531,0.998,p
0.453,0.488,p
0.801,0.363,n
0.739,0.111,n
0.823,0.958,p
0.939,0.540,n
0.347,0.367,p
0.622,0.510,n
0.687,0.824,p
0.406,0.298,p
0.919,0.556,n
0.707,0.063,n
0.901,0.084,n
0.748,0.706,p
0.900,0.784,n
0.963,0.261,n
0.856,0.329,n
0.581,0.717,p
0.563,0.691,n
0.474,0.169,n
0.131,0.429,p
0.812,0.539,n
0.491,0.436,n
0.844,0.444,n
0.376,0.635,p
0.629,0.381,n
0.104,0.956,p
0.666,0.630,p
0.447,0.876,p
0.125,0.036,n
0.994,0.198,n
0.042,0.727,n
0.672,0.950,p
0.224,0.594,p
0.537,0.375,n
0.395,0.516,p
0.213,0.739,p
0.064,0.838,n
0.255,0.032,n
0.254,0.377,p
0.803,0.406,n
0.621,0.038,n
0.178,0.235,p
0.766,0.946,p
0.844,0.704,n
0.960,0.910,p
0.157,0.165,p
0.961,0.136,n
0.176,0.001,p
0.262,0.792,p
0.925,0.182,n
0.798,0.811,n
0.554,0.844,p
0.365,0.403,p
0.052,0.120,p
0.226,0.044,n
0.983,0.631,n
0.899,0.717,p
0.466,0.715,p
0.103,0.200,p
0.753,0.871,p
0.429,0.198,p
0.410,0.922,n
0.079,0.989,p
0.125,0.412,p
0.180,0.140,n
0.127,0.985,p
0.274,0.646,p
0.006,0.375,p
0.123,0.824,p
0.756,0.434,n
0.684,0.315,n
0.994,0.818,n
0.573,0.233,n
0.469,0.435,n
0.661,0.583,n
0.277,0.960,p
0.296,0.862,p
0.200,0.002,n
0.036,0.951,p
0.842,0.699,p
0.698,0.294,n
0.028,0.163,p
0.734,0.509,n
0.068,0.491,p
0.531,0.543,p
0.727,0.724,p
0.274,0.525,p
0.338,0.718,p
0.123,0.916,n
0.311,0.120,n
0.379,0.312,n
0.804,0.920,n
0.902,0.202,n
0.913,0.339,n
0.237,0.416,p
0.531,0.872,p
0.111,0.103,n
0.019,0.778,p
0.910,0.056,n
0.145,0.306,p
0.610,0.976,p
0.177,0.947,p
0.256,0.142,n
0.215,0.770,p
0.450,0.906,n
0.161,0.067,n
0.606,0.416,n
0.377,0.894,p
0.804,0.735,p
0.481,0.602,p
0.813,0.732,p
0.718,0.172,n
0.027,0.906,p
0.391,0.223,n
0.620,0.611,p
0.986,0.638,n
0.583,0.354,n
0.839,0.202,n
0.234,0.235,p
0.555,0.196,n
0.543,0.312,n
0.894,0.506,n
0.458,0.470,p
0.018,0.951,p
0.734,0.586,n
0.494,0.501,p
0.462,0.862,n
0.311,0.453,p
0.146,0.472,p
0.410,0.706,p
0.305,0.494,p
0.674,0.537,n
0.302,0.711,p
0.049,0.041,p
0.115,0.946,p
0.344,0.931,p
0.598,0.129,n
0.359,0.592,p
0.282,0.902,n
0.871,0.039,n
0.751,0.185,n
0.923,0.481,n
0.021,0.001,n
0.193,0.250,p
0.343,0.275,n
0.496,0.611,p
0.999,0.584,n
0.346,0.210,n
0.006,0.059,p
0.820,0.216,n
0.176,0.007,n
0.960,0.621,n
0.355,0.318,n
0.306,0.634,n
0.057,0.361,p
0.853,0.738,n
0.466,0.041,n
0.687,0.494,n
0.108,0.175,p
0.175,0.432,p
0.287,0.413,p
0.407,1.000,p
0.480,0.267,n
0.194,0.829,p
0.186,0.947,p
0.515,0.535,n
0.867,0.116,n
0.402,0.290,n
0.696,0.565,n
0.435,0.894,p
0.727,0.668,p
0.723,0.525,n
0.301,0.606,p
0.000,0.625,p
0.025,0.084,n
0.425,0.619,p
0.962,0.989,p
0.755,0.614,n
0.515,0.909,p
0.654,0.543,n
0.316,0.783,p
0.544,0.004,n
0.404,0.284,n
0.807,0.926,p
0.110,0.711,p
0.708,0.183,n
0.585,0.057,n
0.146,0.460,p
0.863,0.026,n
0.370,0.163,n
0.604,0.299,n
0.927,0.736,n
0.038,0.446,p
0.454,0.566,p
0.928,0.239,n
0.764,0.670,n
0.794,0.565,n
0.695,0.093,n
0.017,0.166,p
0.248,0.054,n
0.020,0.073,n
0.780,0.219,p
0.825,0.456,n
0.655,0.651,p
0.961,0.099,n
0.430,0.416,n
0.842,0.040,n
0.275,0.570,p
0.927,0.716,n
0.469,0.628,p
0.365,0.387,p
0.828,0.205,n
0.309,0.141,n
0.240,0.928,p
0.276,0.397,p
0.743,0.199,n
0.508,0.668,p
0.866,0.410,n
0.205,0.224,p
0.852,0.099,p
0.468,0.512,p
0.918,0.090,n
0.682,0.928,p
0.992,0.107,n
0.217,0.233,p
0.803,0.941,n
0.999,0.720,n
0.776,0.830,p
0.770,0.191,n
0.231,0.405,p
0.284,0.873,p
0.925,0.443,n
0.431,0.555,p
0.586,0.846,p
0.262,0.082,n
0.072,0.977,p
0.444,0.973,p
0.306,0.028,n
0.671,0.455,p
0.258,0.984,p
0.058,0.008,p
0.487,0.884,p
0.003,0.033,p
0.817,0.537,n
0.175,0.665,p
0.367,0.335,n
0.545,0.701,p
0.806,0.196,n
0.901,0.694,n
0.520,0.294,n
0.024,0.192,p
0.147,0.083,n
0.741,0.502,n
0.454,0.141,p
0.868,0.895,n
0.912,0.288,n
0.998,0.241,n
0.362,0.614,p
0.094,0.398,p
0.154,0.128,n
0.512,0.346,n
0.169,0.063,n
0.924,0.006,n
0.769,0.036,n
0.117,0.603,p
0.039,0.108,p
0.647,0.331,n
0.096,0.446,p
0.923,0.101,n
0.442,0.914,p
0.672,0.773,p
0.551,0.512,n
0.672,0.112,n
0.928,0.155,n
0.382,0.083,n
0.772,0.407,n
0.251,0.141,n
0.016,0.156,p
0.954,0.901,p
0.053,0.592,p
0.378,0.214,n
0.072,0.320,p
0.444,0.523,p
0.244,0.878,n
0.987,0.325,n
0.668,0.306,n
0.715,0.908,p
0.773,0.362,n
0.516,0.283,n
0.318,0.059,n
0.505,0.571,p
0.819,0.909,n
0.768,0.691,n
0.934,0.594,n
0.833,0.023,n
0.901,0.475,n
0.122,0.710,p
0.047,0.274,p
0.536,0.216,n
0.862,0.166,n
0.127,0.946,p
0.734,0.143,n
0.121,0.631,p
0.716,0.645,n
0.031,0.800,p
0.449,0.735,p
0.481,0.052,p
0.300,0.482,p
0.753,0.213,n
0.147,0.593,p
0.764,0.279,n
0.494,0.874,p
0.326,0.011,n
0.934,0.152,n
0.952,0.316,n
0.337,0.182,n
0.481,0.613,p
0.873,0.914,p
0.453,0.053,n
0.955,0.600,n
0.104,0.538,p
0.917,0.346,n
0.944,0.192,n
0.969,0.514,n
0.582,0.501,n
0.152,0.142,n
0.937,0.482,n
0.806,0.301,n
0.249,0.298,p
0.642,0.020,n
0.339,0.923,p
0.213,0.598,p
0.734,0.995,p
0.437,0.433,p
0.420,0.900,p
0.132,0.878,p
0.238,0.109,n
0.759,0.411,n
0.536,0.846,p
0.445,0.410,n
0.844,1.000,p
0.152,0.942,p
0.076,0.958,p
0.837,0.969,p
0.363,0.900,p
0.259,0.767,n
0.883,0.100,n
0.234,0.186,n
0.308,0.784,p
0.060,0.563,p
0.170,0.656,p
0.554,0.192,n
0.624,0.930,p
0.774,0.175,n
0.361,0.961,p
0.263,0.141,n
0.406,0.430,p
0.595,0.960,p
0.028,0.750,p
0.017,0.069,p
0.213,0.170,n
0.482,0.724,n
0.864,0.079,p
0.449,0.661,p
0.662,0.893,p
0.184,0.159,n
0.456,0.521,p
0.614,0.480,n
0.557,0.274,n
0.147,0.601,p
0.592,0.447,n
0.302,0.052,n
0.550,0.349,n
0.109,0.165,p
0.095,0.330,p
0.273,0.935,p
0.881,0.763,n
0.609,0.185,n
0.897,0.573,n
0.775,0.634,n
0.765,0.809,n
0.583,0.967,p
0.826,0.491,n
0.025,0.793,p
0.406,0.220,n
0.473,0.382,n
0.680,0.891,p
0.907,0.568,n
0.628,0.533,p
0.502,0.342,n
0.531,0.027,n
0.558,0.454,n
0.887,0.461,n
0.467,0.118,n
0.954,0.317,n
0.033,0.927,p
0.774,0.862,p
0.124,0.194,p
0.036,0.403,p
0.934,0.061,n
0.863,0.106,n
0.416,0.502,p
0.519,0.834,p
0.752,0.598,n
0.963,0.157,n
0.965,0.803,n
0.751,0.356,n
0.530,0.651,p
0.164,0.961,p
0.410,0.067,n
0.295,0.712,p
0.164,0.425,p
0.992,0.547,n
0.646,0.998,n
0.628,0.024,n
0.866,0.852,p
0.125,0.737,p
0.141,0.940,p
0.033,0.227,p
0.762,0.300,n
0.925,0.974,p
0.520,0.442,n
0.531,0.394,n
0.884,0.293,n
0.056,0.402,p
0.959,0.668,p
0.037,0.008,n
0.985,0.179,n
0.765,0.314,n
0.540,0.469,n
0.087,0.346,p
0.931,0.434,n
0.635,0.378,n
0.226,0.301,p
0.775,0.461,n
0.676,0.935,n
0.897,0.644,n
0.852,0.910,n
0.586,0.215,n
0.126,0.225,p
0.238,0.337,p
